giorni,casi
408.0,0
409.0,0
410.0,0
411.0,0
412.0,0
413.0,0
414.0,0
415.0,1
416.0,0
417.0,0
418.0,0
419.0,0
420.0,0
421.0,0
422.0,2
423.0,0
424.0,0
425.0,1
426.0,0
427.0,0
428.0,0
429.0,1
430.0,0
431.0,1
432.0,0
433.0,0
434.0,2
435.0,2
436.0,2
437.0,7
438.0,10
439.0,14
440.0,14
441.0,17
442.0,14
443.0,27
444.0,36
445.0,47
446.0,47
447.0,59
448.0,63
449.0,81
450.0,72
451.0,69
452.0,86
453.0,86
454.0,70
455.0,78
456.0,76
457.0,88
458.0,77
459.0,83
460.0,57
461.0,87
462.0,91
463.0,79
464.0,73
465.0,50
466.0,77
467.0,80
468.0,71
469.0,69
470.0,68
471.0,78
472.0,73
473.0,68
474.0,59
475.0,70
476.0,50
477.0,47
478.0,37
479.0,46
480.0,45
481.0,53
482.0,38
483.0,40
484.0,37
485.0,20
486.0,16
487.0,19
488.0,23
489.0,18
490.0,19
491.0,20
492.0,13
493.0,24
494.0,10
495.0,8
496.0,11
497.0,10
498.0,12
499.0,21
