date,intensive_care,deceased,deceduti/terapia intensiva 35gg
2021-11-23,40,17.0,0.3998703823720026
2021-11-24,52,23.0,0.3969171483622351
2021-11-25,45,19.0,0.3916876574307305
2021-11-26,46,21.0,0.3908256880733945
2021-11-27,40,10.0,0.38410991636798086
2021-11-28,51,21.0,0.3808695652173913
2021-11-29,51,24.0,0.3790137614678899
2021-11-30,46,17.0,0.375
2021-12-01,56,22.0,0.3724629731212287
2021-12-02,49,17.0,0.3657080846446012
2021-12-03,52,26.0,0.3584
2021-12-04,45,15.0,0.35472091810119977
2021-12-05,40,14.0,0.3496143958868895
2021-12-06,84,33.0,0.3395843892549417
2021-12-07,62,19.0,0.3333333333333333
2021-12-08,51,15.0,0.32503660322108346
2021-12-09,73,20.0,0.31957773512476007
2021-12-10,58,20.0,0.30867106503298775
2021-12-11,49,18.0,0.29981464318813716
2021-12-12,62,19.0,0.2867579908675799
2021-12-13,79,27.0,0.2787851314596555
2021-12-14,64,17.0,0.2681061628430049
2021-12-15,78,22.0,0.2640323304894477
2021-12-16,55,18.0,0.2585343650432408
2021-12-17,85,25.0,
2021-12-18,46,18.0,
2021-12-19,60,14.0,
2021-12-20,70,18.0,
2021-12-21,76,23.0,
2021-12-22,72,20.0,
2021-12-23,68,11.0,
2021-12-24,85,16.0,
2021-12-25,69,13.0,
2021-12-26,74,13.0,
2021-12-27,89,10.0,
2021-12-28,76,9.0,
2021-12-29,84,4.0,
2021-12-30,61,6.0,
2021-12-31,63,2.0,
2022-01-01,44,2.0,
2022-01-02,21,1.0,
2022-01-03,1,,
