date,hospitalizations,intensive_care,terapia intensiva/ricoveri 21gg
2022-01-11,1553,108,0.06307774157079205
2022-01-12,1570,109,0.06199242014076881
2022-01-13,1494,95,0.061227336122733615
2022-01-14,1474,79,0.06009438135968146
2022-01-15,1383,88,
2022-01-16,1098,62,
2022-01-17,1506,91,
2022-01-18,1527,74,
2022-01-19,1321,72,
2022-01-20,1240,52,
2022-01-21,1032,39,
2022-01-22,718,25,
2022-01-23,246,11,
2022-01-24,12,2,
